Student Number,Student Name,Module(s),Qualification,Year,Week,Day,Assessment(s),Marks Obtained,Attendance Rate,Canvas Activity Score,Reason for AR,Intervention,Risk Level,Resolved?,NQF Level
23124123,Student_0455,Module3,Programme2,Year1,Week4,Tue,Assignment2,32.0,0.79,0.96,Assessment Failure_007,Counselling,High,No,6
23936093,Student_0456,Module3,Programme2,Year1,Week4,Mon,,,0.71,0.69,None,None,Low,Yes,6
24354204,Student_0457,Module2,Programme1,Year3,Week9,Wed,,,0.79,0.64,None,None,Low,Yes,5
24131565,Student_0458,Module4,Programme2,Year1,Week9,Mon,,,0.59,0.64,Class Attendance_007,Mentorship,Medium,Yes,6
24346932,Student_0459,Module1,Programme1,Year2,Week9,Thu,,,0.75,0.46,Canvas Activity_007,Tutoring,Medium,Yes,5
23829957,Student_0460,Module1,Programme1,Year2,Week10,Mon,,,0.78,0.86,None,None,Low,Yes,5
23178274,Student_0461,Module4,Programme2,Year1,Week7,Fri,Test2,71.6,0.78,0.45,Canvas Activity_007,Email Reminder,Medium,Yes,6
23687995,Student_0462,Module3,Programme2,Year1,Week2,Mon,Assignment2,77.4,0.78,0.56,Canvas Activity_007,Tutoring,High,No,6
24373928,Student_0463,Module4,Programme2,Year1,Week10,Fri,Assignment1,59.8,0.81,0.41,Canvas Activity_007,Email Reminder,Medium,No,6
24868836,Student_0464,Module3,Programme2,Year1,Week5,Fri,,,0.89,0.76,None,None,Low,Yes,6
23411927,Student_0465,Module2,Programme1,Year3,Week4,Fri,Assignment2,54.0,0.95,0.75,None,None,Low,Yes,5
23789852,Student_0466,Module4,Programme2,Year1,Week12,Thu,,,0.72,0.72,None,None,Low,Yes,6
24931760,Student_0467,Module4,Programme2,Year1,Week11,Mon,,,0.64,0.59,Canvas Activity_007,Mentorship,Medium,Yes,6
23131373,Student_0468,Module4,Programme2,Year1,Week8,Mon,Test2,99.9,0.66,0.57,Canvas Activity_007,Mentorship,Medium,Yes,6
24487028,Student_0469,Module2,Programme1,Year3,Week2,Thu,Test2,62.6,0.75,0.86,None,None,Low,No,5
23115294,Student_0470,Module3,Programme2,Year1,Week6,Wed,Test2,37.2,0.77,0.68,Assessment Failure_007,Counselling,High,No,6
24035362,Student_0471,Module3,Programme2,Year1,Week5,Tue,Test1,86.6,0.7,0.84,None,None,Low,Yes,6
24508027,Student_0472,Module1,Programme1,Year2,Week12,Mon,Test1,64.3,0.63,0.62,Class Attendance_007,Tutoring,Medium,Yes,5
23648307,Student_0473,Module5,Programme3,Year1,Week2,Tue,Test1,77.3,0.75,0.81,None,None,Low,Yes,7
23065726,Student_0474,Module1,Programme1,Year2,Week11,Thu,,,0.85,1.0,None,None,Low,Yes,5
23141564,Student_0475,Module5,Programme3,Year1,Week10,Wed,,,0.91,0.89,None,None,Low,Yes,7
24426388,Student_0476,Module3,Programme2,Year1,Week1,Wed,Assignment1,51.3,0.74,0.71,None,None,Low,No,6
23268246,Student_0477,Module1,Programme1,Year2,Week8,Wed,Assignment2,79.6,0.76,0.83,None,None,Low,No,5
24754272,Student_0478,Module3,Programme2,Year1,Week2,Thu,Assignment2,62.0,0.68,0.74,Class Attendance_007,Escalation,High,No,6
23118015,Student_0479,Module5,Programme3,Year1,Week7,Fri,,,0.82,0.78,None,None,Low,Yes,7
24789250,Student_0480,Module4,Programme2,Year1,Week9,Fri,,,0.69,0.72,Class Attendance_007,Tutoring,Medium,No,6
23254079,Student_0481,Module4,Programme2,Year1,Week9,Tue,Assignment2,70.0,0.91,0.75,None,None,Low,Yes,6
23550929,Student_0482,Module4,Programme2,Year1,Week8,Fri,Test1,50.5,0.55,0.82,Class Attendance_007,Tutoring,Medium,No,6
23689944,Student_0483,Module4,Programme2,Year1,Week11,Fri,,,0.77,0.6,None,None,Low,Yes,6
23688105,Student_0484,Module4,Programme2,Year1,Week12,Wed,,,0.87,0.6,Canvas Activity_007,Tutoring,Medium,Yes,6
23513758,Student_0485,Module2,Programme1,Year3,Week10,Wed,Test2,66.3,0.85,0.53,Canvas Activity_007,Tutoring,Medium,Yes,5
24989173,Student_0486,Module3,Programme2,Year1,Week9,Tue,,,1.0,0.49,Canvas Activity_007,Tutoring,Medium,Yes,6
23983609,Student_0487,Module2,Programme1,Year3,Week2,Mon,Assignment2,44.0,0.87,0.56,Assessment Failure_007,Tutoring,High,No,5
24414466,Student_0488,Module5,Programme3,Year1,Week6,Tue,Test2,91.2,0.67,0.81,Class Attendance_007,Mentorship,Medium,Yes,7
24017703,Student_0489,Module5,Programme3,Year1,Week4,Tue,,,0.81,0.62,None,None,Low,Yes,7
23445101,Student_0490,Module1,Programme1,Year2,Week4,Thu,,,0.55,0.87,Class Attendance_007,Tutoring,Medium,Yes,5
23036631,Student_0491,Module4,Programme2,Year1,Week5,Thu,Test1,90.6,0.81,0.79,None,None,Low,No,6
24815153,Student_0492,Module5,Programme3,Year1,Week12,Tue,,,0.7,0.43,Canvas Activity_007,Mentorship,Medium,Yes,7
24121567,Student_0493,Module1,Programme1,Year2,Week3,Tue,Assignment1,47.7,0.96,0.9,Assessment Failure_007,Escalation,High,No,5
24052590,Student_0494,Module3,Programme2,Year1,Week1,Tue,,,0.74,0.93,None,None,Low,Yes,6
24321813,Student_0495,Module5,Programme3,Year1,Week8,Fri,,,0.8,0.6,None,None,Low,Yes,7
24066646,Student_0496,Module1,Programme1,Year2,Week5,Thu,,,0.72,0.86,None,None,Low,Yes,5
24870785,Student_0497,Module4,Programme2,Year1,Week3,Tue,,,1.0,0.63,None,None,Low,Yes,6
24105534,Student_0498,Module2,Programme1,Year3,Week10,Wed,Assignment2,67.5,0.77,0.8,None,None,Low,Yes,5
24130650,Student_0499,Module5,Programme3,Year1,Week7,Wed,,,1.0,0.55,Canvas Activity_007,Mentorship,Medium,Yes,7
24583593,Student_0500,Module5,Programme3,Year1,Week7,Fri,,,0.94,0.46,Canvas Activity_007,Email Reminder,Medium,Yes,7
24803649,Student_0501,Module5,Programme3,Year1,Week1,Fri,,,0.89,0.71,None,None,Low,No,7
24224665,Student_0502,Module3,Programme2,Year1,Week12,Mon,Assignment1,65.1,0.88,0.76,None,None,Low,Yes,6
23197392,Student_0503,Module5,Programme3,Year1,Week9,Mon,,,0.88,0.71,None,None,Low,Yes,7
23158823,Student_0504,Module4,Programme2,Year1,Week2,Mon,,,0.53,0.57,Canvas Activity_007,Tutoring,High,No,6
24023904,Student_0505,Module2,Programme1,Year3,Week5,Fri,Assignment1,70.4,0.78,0.71,None,None,Low,Yes,5
24678728,Student_0506,Module4,Programme2,Year1,Week5,Fri,,,0.95,0.83,None,None,Low,No,6
24441578,Student_0507,Module1,Programme1,Year2,Week8,Fri,Test1,41.9,0.81,0.77,Assessment Failure_007,Counselling,High,Yes,5
24782005,Student_0508,Module3,Programme2,Year1,Week8,Wed,Test1,50.6,0.61,0.81,Class Attendance_007,Mentorship,Medium,Yes,6
23498863,Student_0509,Module2,Programme1,Year3,Week7,Fri,,,0.81,0.66,None,None,Low,Yes,5
23367654,Student_0510,Module1,Programme1,Year2,Week7,Wed,,,1.0,0.99,None,None,Low,Yes,5
23579036,Student_0511,Module1,Programme1,Year2,Week12,Mon,,,1.0,0.57,Canvas Activity_007,Mentorship,Medium,Yes,5
23530089,Student_0512,Module4,Programme2,Year1,Week11,Mon,Test2,77.1,0.81,0.87,None,None,Low,Yes,6
24198838,Student_0513,Module2,Programme1,Year3,Week6,Mon,,,0.96,0.99,None,None,Low,Yes,5
24491481,Student_0514,Module4,Programme2,Year1,Week6,Tue,Assignment2,33.5,0.77,0.87,Assessment Failure_007,Escalation,High,No,6
23235362,Student_0515,Module1,Programme1,Year2,Week11,Tue,Test1,82.5,0.56,0.74,Class Attendance_007,Tutoring,Medium,No,5
24492785,Student_0516,Module2,Programme1,Year3,Week9,Thu,Test1,46.9,0.68,0.68,Assessment Failure_007,Counselling,High,No,5
24602456,Student_0517,Module3,Programme2,Year1,Week6,Thu,,,1.0,0.97,None,None,Low,Yes,6
23797079,Student_0518,Module4,Programme2,Year1,Week12,Thu,,,0.78,0.52,Canvas Activity_007,Mentorship,Medium,Yes,6
23664076,Student_0519,Module2,Programme1,Year3,Week2,Tue,,,0.78,0.61,None,None,Low,No,5
23219963,Student_0520,Module4,Programme2,Year1,Week2,Tue,,,0.78,0.71,None,None,Low,No,6
23480761,Student_0521,Module5,Programme3,Year1,Week5,Thu,Assignment2,70.6,1.0,1.0,None,None,Low,Yes,7
24297286,Student_0522,Module4,Programme2,Year1,Week4,Thu,,,1.0,0.85,None,None,Low,Yes,6
23220984,Student_0523,Module2,Programme1,Year3,Week11,Fri,,,1.0,0.61,None,None,Low,Yes,5
24945635,Student_0524,Module1,Programme1,Year2,Week2,Thu,,,0.8,0.72,None,None,Low,No,5
24905324,Student_0525,Module5,Programme3,Year1,Week3,Fri,Test1,59.3,0.86,0.67,None,None,Low,Yes,7
24830931,Student_0526,Module1,Programme1,Year2,Week7,Wed,,,0.59,0.65,Class Attendance_007,Tutoring,Medium,Yes,5
23264512,Student_0527,Module5,Programme3,Year1,Week8,Tue,,,1.0,0.96,None,None,Low,No,7
23601863,Student_0528,Module3,Programme2,Year1,Week12,Thu,,,0.64,0.53,Canvas Activity_007,Tutoring,Medium,Yes,6
24317375,Student_0529,Module5,Programme3,Year1,Week6,Tue,,,0.85,1.0,None,None,Low,Yes,7
24286125,Student_0530,Module4,Programme2,Year1,Week11,Tue,Test1,57.0,0.66,0.93,Class Attendance_007,Tutoring,Medium,Yes,6
24642895,Student_0531,Module5,Programme3,Year1,Week5,Tue,,,0.73,0.98,None,None,Low,Yes,7
24532875,Student_0532,Module3,Programme2,Year1,Week1,Wed,Test1,64.1,0.69,0.7,Class Attendance_007,Tutoring,High,No,6
24660786,Student_0533,Module4,Programme2,Year1,Week8,Mon,,,0.73,0.75,None,None,Low,Yes,6
23448982,Student_0534,Module3,Programme2,Year1,Week3,Thu,,,0.74,0.52,Canvas Activity_007,Tutoring,High,No,6
24172622,Student_0535,Module3,Programme2,Year1,Week6,Mon,Test2,26.6,0.74,0.69,Assessment Failure_007,Tutoring,High,No,6
23406619,Student_0536,Module4,Programme2,Year1,Week3,Mon,,,0.95,0.87,None,None,Low,No,6
24080673,Student_0537,Module5,Programme3,Year1,Week7,Mon,,,0.65,1.0,Class Attendance_007,Email Reminder,Medium,Yes,7
23996161,Student_0538,Module5,Programme3,Year1,Week7,Tue,Assignment2,54.4,0.85,0.58,Canvas Activity_007,Tutoring,Medium,Yes,7
23666326,Student_0539,Module4,Programme2,Year1,Week12,Fri,,,1.0,0.71,None,None,Low,Yes,6
23649150,Student_0540,Module3,Programme2,Year1,Week9,Tue,Assignment2,46.0,0.74,0.75,Assessment Failure_007,Tutoring,High,No,6
24278805,Student_0541,Module3,Programme2,Year1,Week5,Tue,,,0.71,0.53,Canvas Activity_007,Mentorship,Medium,No,6
23118834,Student_0542,Module4,Programme2,Year1,Week8,Mon,,,0.79,0.89,None,None,Low,Yes,6
24142424,Student_0543,Module2,Programme1,Year3,Week10,Tue,,,1.0,0.65,None,None,Low,Yes,5
24101497,Student_0544,Module1,Programme1,Year2,Week10,Mon,,,0.85,0.74,None,None,Low,Yes,5
23705086,Student_0545,Module3,Programme2,Year1,Week8,Fri,,,0.74,0.7,None,None,Low,No,6
24699005,Student_0546,Module2,Programme1,Year3,Week1,Thu,,,0.89,0.64,None,None,Low,No,5
24754236,Student_0547,Module2,Programme1,Year3,Week12,Mon,Test1,79.2,0.65,0.78,Class Attendance_007,Tutoring,Medium,Yes,5
23284821,Student_0548,Module2,Programme1,Year3,Week5,Fri,,,0.92,0.74,None,None,Low,No,5
23055609,Student_0549,Module1,Programme1,Year2,Week3,Thu,,,0.88,0.71,None,None,Low,No,5
23227897,Student_0550,Module1,Programme1,Year2,Week1,Wed,Test2,55.6,0.77,0.65,None,None,Low,Yes,5
23974165,Student_0551,Module5,Programme3,Year1,Week4,Mon,Test1,64.0,0.69,0.84,Class Attendance_007,Tutoring,Medium,No,7
24079600,Student_0552,Module3,Programme2,Year1,Week8,Mon,,,0.69,1.0,Class Attendance_007,Tutoring,Medium,Yes,6
24025715,Student_0553,Module3,Programme2,Year1,Week3,Wed,,,0.9,0.81,None,None,Low,No,6
24118889,Student_0554,Module4,Programme2,Year1,Week10,Wed,Test1,89.6,1.0,0.96,None,None,Low,Yes,6
24438533,Student_0555,Module2,Programme1,Year3,Week2,Mon,Assignment2,37.8,0.72,0.53,Assessment Failure_007,Tutoring,High,Yes,5
23184078,Student_0556,Module5,Programme3,Year1,Week11,Wed,Assignment1,46.5,0.89,0.81,Assessment Failure_007,Escalation,High,Yes,7
24406005,Student_0557,Module4,Programme2,Year1,Week9,Tue,,,0.51,0.58,Canvas Activity_007,Email Reminder,Medium,Yes,6
24981418,Student_0558,Module1,Programme1,Year2,Week10,Thu,Assignment1,80.4,0.73,0.51,Canvas Activity_007,Mentorship,Medium,Yes,5
23461243,Student_0559,Module3,Programme2,Year1,Week5,Thu,,,0.82,0.65,None,None,Low,Yes,6
24162208,Student_0560,Module5,Programme3,Year1,Week7,Thu,Test1,77.4,0.68,0.99,Class Attendance_007,Email Reminder,Medium,No,7
23997639,Student_0561,Module5,Programme3,Year1,Week11,Tue,,,0.68,0.95,Class Attendance_007,Mentorship,Medium,Yes,7
24985588,Student_0562,Module3,Programme2,Year1,Week11,Wed,Test2,89.0,0.72,0.82,None,None,Low,Yes,6
23251451,Student_0563,Module4,Programme2,Year1,Week2,Fri,,,0.86,0.5,Canvas Activity_007,Tutoring,High,No,6
23003051,Student_0564,Module1,Programme1,Year2,Week9,Wed,Assignment2,80.5,0.79,0.74,None,None,Low,Yes,5
24752683,Student_0565,Module5,Programme3,Year1,Week9,Mon,,,0.48,0.83,Class Attendance_007,Email Reminder,Medium,Yes,7
24425412,Student_0566,Module2,Programme1,Year3,Week4,Thu,Assignment1,72.8,0.5,0.81,Class Attendance_007,Mentorship,Medium,No,5
24004646,Student_0567,Module5,Programme3,Year1,Week4,Wed,,,0.73,0.45,Canvas Activity_007,Email Reminder,Medium,No,7
24660099,Student_0568,Module4,Programme2,Year1,Week6,Fri,,,0.89,0.62,None,None,Low,Yes,6
23971525,Student_0569,Module4,Programme2,Year1,Week10,Mon,Assignment1,55.4,0.41,0.77,Class Attendance_007,Tutoring,Medium,Yes,6
24770348,Student_0570,Module3,Programme2,Year1,Week10,Tue,,,0.75,0.88,None,None,Low,Yes,6
23189407,Student_0571,Module2,Programme1,Year3,Week10,Tue,,,0.74,0.38,Canvas Activity_007,Email Reminder,Medium,Yes,5
23449395,Student_0572,Module1,Programme1,Year2,Week6,Fri,Assignment1,57.1,1.0,0.75,None,None,Low,No,5
23949597,Student_0573,Module2,Programme1,Year3,Week12,Mon,Test1,47.0,0.76,0.81,Assessment Failure_007,Counselling,High,No,5
23462894,Student_0574,Module1,Programme1,Year2,Week1,Thu,Test2,81.7,0.88,0.93,None,None,Low,Yes,5
24260386,Student_0575,Module4,Programme2,Year1,Week9,Wed,,,0.84,0.9,None,None,Low,Yes,6
23957238,Student_0576,Module3,Programme2,Year1,Week2,Mon,,,0.5,0.88,Class Attendance_007,Escalation,High,No,6
23727975,Student_0577,Module1,Programme1,Year2,Week5,Tue,Assignment1,72.4,0.94,0.64,None,None,Low,No,5
23073523,Student_0578,Module5,Programme3,Year1,Week9,Fri,,,0.85,0.44,Canvas Activity_007,Email Reminder,Medium,No,7
24809039,Student_0579,Module5,Programme3,Year1,Week4,Fri,,,0.9,0.71,None,None,Low,Yes,7
24143052,Student_0580,Module5,Programme3,Year1,Week11,Wed,,,1.0,0.96,None,None,Low,Yes,7
24282417,Student_0581,Module5,Programme3,Year1,Week3,Fri,,,0.51,1.0,Class Attendance_007,Counselling,High,No,7
23803451,Student_0582,Module1,Programme1,Year2,Week7,Fri,,,1.0,0.91,None,None,Low,Yes,5
24029225,Student_0583,Module3,Programme2,Year1,Week6,Mon,,,0.78,0.86,None,None,Low,Yes,6
23870045,Student_0584,Module4,Programme2,Year1,Week8,Thu,Assignment2,45.9,0.86,0.85,Assessment Failure_007,Tutoring,High,No,6
23222866,Student_0585,Module4,Programme2,Year1,Week3,Wed,,,0.81,0.68,None,None,Low,Yes,6
24135248,Student_0586,Module1,Programme1,Year2,Week5,Mon,,,0.76,0.76,None,None,Low,Yes,5
24646711,Student_0587,Module4,Programme2,Year1,Week10,Thu,,,0.73,1.0,None,None,Low,Yes,6
24393470,Student_0588,Module2,Programme1,Year3,Week4,Mon,,,0.87,0.61,None,None,Low,Yes,5
24783570,Student_0589,Module2,Programme1,Year3,Week4,Mon,,,0.59,1.0,Class Attendance_007,Tutoring,Medium,No,5
23028251,Student_0590,Module3,Programme2,Year1,Week4,Fri,,,0.93,0.72,None,None,Low,No,6
24676345,Student_0591,Module3,Programme2,Year1,Week10,Thu,Test1,60.3,0.76,1.0,None,None,Low,Yes,6
24423286,Student_0592,Module3,Programme2,Year1,Week8,Wed,Test2,56.0,0.65,0.53,Canvas Activity_007,Tutoring,Medium,No,6
24598809,Student_0593,Module1,Programme1,Year2,Week6,Wed,,,0.75,0.89,None,None,Low,Yes,5
24925860,Student_0594,Module5,Programme3,Year1,Week3,Thu,,,1.0,0.65,None,None,Low,No,7
24080793,Student_0595,Module2,Programme1,Year3,Week10,Fri,Assignment2,66.8,0.74,0.53,Canvas Activity_007,Mentorship,Medium,No,5
24056884,Student_0596,Module1,Programme1,Year2,Week5,Tue,,,0.87,0.82,None,None,Low,Yes,5
24316669,Student_0597,Module5,Programme3,Year1,Week6,Mon,,,0.71,0.96,None,None,Low,Yes,7
23183062,Student_0598,Module5,Programme3,Year1,Week5,Fri,Assignment2,63.7,0.93,0.63,None,None,Low,Yes,7
23394366,Student_0599,Module5,Programme3,Year1,Week6,Thu,Test2,59.1,0.92,0.51,Canvas Activity_007,Mentorship,Medium,No,7
23744840,Student_0600,Module4,Programme2,Year1,Week8,Mon,Assignment2,46.3,1.0,0.76,Assessment Failure_007,Counselling,High,Yes,6
23100235,Student_0601,Module4,Programme2,Year1,Week7,Wed,,,0.79,0.76,None,None,Low,Yes,6
24123316,Student_0602,Module3,Programme2,Year1,Week5,Tue,Test1,75.3,0.92,0.88,None,None,Low,No,6
23378496,Student_0603,Module1,Programme1,Year2,Week10,Wed,Assignment2,41.4,0.83,0.95,Assessment Failure_007,Escalation,High,Yes,5
24901625,Student_0604,Module3,Programme2,Year1,Week6,Thu,,,1.0,0.77,None,None,Low,No,6
23750201,Student_0605,Module3,Programme2,Year1,Week4,Mon,Test2,66.2,0.71,1.0,None,None,Low,Yes,6
23803328,Student_0606,Module2,Programme1,Year3,Week12,Thu,Assignment2,49.1,0.93,0.82,Assessment Failure_007,Escalation,High,No,5
24965806,Student_0607,Module4,Programme2,Year1,Week9,Mon,Test2,51.4,0.79,0.72,None,None,Low,Yes,6
24043233,Student_0608,Module3,Programme2,Year1,Week4,Fri,,,0.81,0.49,Canvas Activity_007,Mentorship,Medium,No,6
23177247,Student_0609,Module1,Programme1,Year2,Week1,Tue,,,0.83,0.73,None,None,Low,Yes,5
24711741,Student_0610,Module2,Programme1,Year3,Week7,Fri,Assignment1,68.3,0.86,0.72,None,None,Low,Yes,5
23529525,Student_0611,Module4,Programme2,Year1,Week7,Fri,Assignment2,45.9,0.8,0.95,Assessment Failure_007,Escalation,High,No,6
24032751,Student_0612,Module1,Programme1,Year2,Week4,Thu,,,0.85,0.86,None,None,Low,Yes,5
24068632,Student_0613,Module5,Programme3,Year1,Week3,Tue,Test2,100.0,1.0,0.57,Canvas Activity_007,Counselling,High,No,7
23176615,Student_0614,Module3,Programme2,Year1,Week8,Mon,Test1,46.5,0.97,0.81,Assessment Failure_007,Escalation,High,Yes,6
23187628,Student_0615,Module3,Programme2,Year1,Week5,Mon,Test1,71.6,0.95,0.9,None,None,Low,No,6
23638836,Student_0616,Module3,Programme2,Year1,Week10,Wed,,,0.75,1.0,None,None,Low,Yes,6
23373632,Student_0617,Module4,Programme2,Year1,Week7,Mon,,,0.69,0.94,Class Attendance_007,Email Reminder,Medium,Yes,6
24182991,Student_0618,Module2,Programme1,Year3,Week4,Thu,Test2,39.2,0.96,0.92,Assessment Failure_007,Counselling,High,No,5
23406716,Student_0619,Module4,Programme2,Year1,Week4,Fri,,,0.95,0.79,None,None,Low,No,6
23446438,Student_0620,Module3,Programme2,Year1,Week8,Fri,Assignment1,46.3,1.0,0.85,Assessment Failure_007,Tutoring,High,No,6
24602239,Student_0621,Module2,Programme1,Year3,Week8,Fri,Test2,58.3,0.73,1.0,None,None,Low,Yes,5
23665022,Student_0622,Module5,Programme3,Year1,Week2,Tue,,,0.79,0.54,Canvas Activity_007,Tutoring,High,No,7
23541252,Student_0623,Module4,Programme2,Year1,Week2,Mon,Assignment1,76.8,0.57,0.72,Class Attendance_007,Counselling,High,No,6
24686293,Student_0624,Module4,Programme2,Year1,Week3,Thu,,,0.76,0.64,None,None,Low,Yes,6
23252764,Student_0625,Module5,Programme3,Year1,Week12,Tue,Test1,71.9,0.97,0.85,None,None,Low,Yes,7
23714998,Student_0626,Module5,Programme3,Year1,Week12,Wed,,,0.75,1.0,None,None,Low,Yes,7
24515458,Student_0627,Module4,Programme2,Year1,Week3,Thu,Assignment2,59.9,0.92,0.67,None,None,Low,Yes,6
23740427,Student_0628,Module4,Programme2,Year1,Week1,Thu,,,0.79,0.35,Canvas Activity_007,Escalation,High,No,6
23512153,Student_0629,Module4,Programme2,Year1,Week3,Thu,Test1,48.3,0.87,0.71,Assessment Failure_007,Counselling,High,No,6
23067215,Student_0630,Module4,Programme2,Year1,Week6,Fri,,,0.65,0.94,Class Attendance_007,Mentorship,Medium,Yes,6
24904050,Student_0631,Module4,Programme2,Year1,Week8,Thu,Test2,89.5,0.83,0.88,None,None,Low,Yes,6
23144356,Student_0632,Module4,Programme2,Year1,Week12,Mon,,,0.37,0.86,Class Attendance_007,Email Reminder,Medium,Yes,6
23203861,Student_0633,Module1,Programme1,Year2,Week10,Thu,Test1,83.1,0.79,0.73,None,None,Low,Yes,5
24002168,Student_0634,Module5,Programme3,Year1,Week6,Fri,,,0.58,0.55,Canvas Activity_007,Email Reminder,Medium,Yes,7
23355612,Student_0635,Module5,Programme3,Year1,Week5,Thu,Assignment2,47.3,1.0,0.87,Assessment Failure_007,Counselling,High,Yes,7
24503181,Student_0636,Module1,Programme1,Year2,Week4,Wed,Test2,35.8,0.94,0.63,Assessment Failure_007,Counselling,High,No,5
23009435,Student_0637,Module4,Programme2,Year1,Week3,Wed,,,0.89,1.0,None,None,Low,Yes,6
23447556,Student_0638,Module1,Programme1,Year2,Week4,Fri,Test1,52.1,1.0,0.88,None,None,Low,Yes,5
24748014,Student_0639,Module2,Programme1,Year3,Week7,Mon,Test2,95.6,0.68,0.68,Class Attendance_007,Mentorship,Medium,No,5
23865264,Student_0640,Module4,Programme2,Year1,Week1,Mon,,,1.0,0.67,None,None,Low,No,6
24624157,Student_0641,Module1,Programme1,Year2,Week7,Tue,,,0.96,0.76,None,None,Low,Yes,5
23078781,Student_0642,Module4,Programme2,Year1,Week1,Fri,Test2,41.4,0.78,0.74,Assessment Failure_007,Tutoring,High,No,6
23191475,Student_0643,Module4,Programme2,Year1,Week2,Thu,,,0.99,0.98,None,None,Low,No,6
23160196,Student_0644,Module3,Programme2,Year1,Week4,Fri,,,0.65,0.81,Class Attendance_007,Mentorship,Medium,No,6
23226507,Student_0645,Module1,Programme1,Year2,Week1,Tue,Test1,62.8,0.7,0.65,Class Attendance_007,Counselling,High,Yes,5
23306063,Student_0646,Module2,Programme1,Year3,Week11,Fri,,,0.73,1.0,None,None,Low,Yes,5
23764121,Student_0647,Module4,Programme2,Year1,Week12,Fri,,,0.74,0.79,None,None,Low,Yes,6
23776665,Student_0648,Module5,Programme3,Year1,Week11,Tue,,,0.66,0.92,Class Attendance_007,Email Reminder,Medium,Yes,7
24739183,Student_0649,Module4,Programme2,Year1,Week11,Mon,Assignment2,61.7,1.0,0.67,None,None,Low,Yes,6
24169748,Student_0650,Module2,Programme1,Year3,Week9,Thu,,,0.78,0.85,None,None,Low,Yes,5
24405478,Student_0651,Module4,Programme2,Year1,Week12,Tue,Test1,72.6,0.87,0.84,None,None,Low,Yes,6
23484963,Student_0652,Module3,Programme2,Year1,Week6,Wed,Assignment2,58.0,0.73,0.44,Canvas Activity_007,Tutoring,Medium,No,6
24504544,Student_0653,Module4,Programme2,Year1,Week1,Mon,Assignment1,63.1,0.55,1.0,Class Attendance_007,Tutoring,High,No,6
24367293,Student_0654,Module1,Programme1,Year2,Week1,Wed,,,0.86,1.0,None,None,Low,Yes,5
24107677,Student_0655,Module4,Programme2,Year1,Week6,Mon,,,0.53,0.71,Class Attendance_007,Tutoring,Medium,No,6
24544548,Student_0656,Module3,Programme2,Year1,Week4,Thu,,,0.81,0.58,Canvas Activity_007,Email Reminder,Medium,No,6
23288790,Student_0657,Module5,Programme3,Year1,Week4,Thu,,,0.61,0.84,Class Attendance_007,Mentorship,Medium,No,7
23890617,Student_0658,Module2,Programme1,Year3,Week11,Fri,Test1,46.1,1.0,0.8,Assessment Failure_007,Counselling,High,Yes,5
23547337,Student_0659,Module4,Programme2,Year1,Week6,Wed,Test1,48.1,0.96,0.84,Assessment Failure_007,Tutoring,High,No,6
24783541,Student_0660,Module5,Programme3,Year1,Week12,Mon,Test2,46.3,0.84,0.81,Assessment Failure_007,Counselling,High,Yes,7
24408836,Student_0661,Module1,Programme1,Year2,Week11,Thu,Test1,75.0,1.0,0.87,None,None,Low,Yes,5
24932387,Student_0662,Module5,Programme3,Year1,Week7,Tue,,,0.69,1.0,Class Attendance_007,Email Reminder,Medium,No,7
24641249,Student_0663,Module4,Programme2,Year1,Week9,Thu,,,0.9,0.88,None,None,Low,Yes,6
23650419,Student_0664,Module1,Programme1,Year2,Week10,Tue,Assignment2,45.5,0.85,0.59,Assessment Failure_007,Counselling,High,Yes,5
23433374,Student_0665,Module2,Programme1,Year3,Week5,Mon,Test2,63.7,0.86,1.0,None,None,Low,Yes,5
23720777,Student_0666,Module4,Programme2,Year1,Week9,Thu,Assignment2,33.8,1.0,1.0,Assessment Failure_007,Escalation,High,Yes,6
24596153,Student_0667,Module1,Programme1,Year2,Week4,Thu,Assignment1,64.6,0.93,1.0,None,None,Low,No,5
24420946,Student_0668,Module3,Programme2,Year1,Week10,Mon,,,0.86,0.58,Canvas Activity_007,Email Reminder,Medium,Yes,6
23887225,Student_0669,Module2,Programme1,Year3,Week2,Thu,,,0.57,0.82,Class Attendance_007,Escalation,High,No,5
23271967,Student_0670,Module4,Programme2,Year1,Week3,Tue,,,0.68,0.41,Canvas Activity_007,Counselling,High,No,6
23191232,Student_0671,Module1,Programme1,Year2,Week11,Thu,,,0.8,0.88,None,None,Low,Yes,5
24352695,Student_0672,Module5,Programme3,Year1,Week1,Wed,Test1,51.0,0.83,0.68,None,None,Low,Yes,7
23009540,Student_0673,Module5,Programme3,Year1,Week6,Fri,Assignment1,82.4,0.65,1.0,Class Attendance_007,Mentorship,Medium,No,7
24589228,Student_0674,Module5,Programme3,Year1,Week6,Tue,,,1.0,0.64,None,None,Low,No,7
24446403,Student_0675,Module4,Programme2,Year1,Week1,Wed,,,1.0,0.48,Canvas Activity_007,Counselling,High,No,6
23551951,Student_0676,Module1,Programme1,Year2,Week11,Mon,Assignment2,69.9,0.91,0.7,None,None,Low,Yes,5
24100567,Student_0677,Module4,Programme2,Year1,Week3,Tue,,,0.83,0.42,Canvas Activity_007,Counselling,High,No,6
23188751,Student_0678,Module1,Programme1,Year2,Week5,Fri,,,0.79,0.92,None,None,Low,No,5
24414902,Student_0679,Module1,Programme1,Year2,Week3,Fri,,,0.68,0.41,Canvas Activity_007,Counselling,High,Yes,5
